case_id,same_aspect_group_key,same_aspect_group_size,group_script_direction_mode,group_fx_doctrine_directions,group_ml_outcomes,group_close_actions,group_csv_occurrence_total,group_m30_total,group_hourly_total,group_daily_total,group_avg_shadbala,group_avg_fx_doctrine_net,group_avg_fx_doctrine_conflict,group_avg_return_pct,review_status,manual_direction_label,manual_behavior_label,manual_trade_action,manual_confidence,manual_reason_tags,manual_notes,reviewed_by,reviewed_at_ist,manual_column_hints,probable_factor_tags,probable_factor_note,script_observed_return_bias,pair_key,b1,b1_natural_class,b1_natural_bias,b2,b2_natural_class,b2_natural_bias,pair_nature_summary,aspect,aspect_label,aspect_family,window_start_ist,window_end_ist,case_timeframe_bucket,csv_occurrence_count,csv_m30_count,csv_hourly_count,csv_daily_count,csv_timeframes_present,potential_trade_count,ignored_trade_count,ml_win_count,ml_loss_count,ml_ignore_count,ml_win_rate,ml_outcome_counts,close_action_counts,signal_direction_counts,trade_category_counts,ignore_reason_counts,avg_signed_return_pct,avg_mfe_pct,avg_mae_pct,event_duration_minutes,duration_bucket,event_orb_deg,event_orb_limit_deg,event_orb_strength,event_bphs_strength,event_bphs_virupa,shadbala_tag,shadbala_avg,moon_nakshatra,aspect_regime_active_count,aspect_regime_signature,touch_kind,touch_planets,touch_identity_count,touch_identity_1_text,touch_identity_2_text,jyotish_hypothesis_direction,jyotish_net_score,jyotish_conflict_score,doctrine_hypothesis_direction,doctrine_net_score,doctrine_conflict_score,doctrine_dignity_virupa_avg,doctrine_dominant_dignity,fx_hypothesis_direction,fx_pair_net_score,fx_pair_conflict_ratio,fx_doctrine_hypothesis_direction,fx_doctrine_pair_net_score,fx_doctrine_pair_conflict_ratio,fx_doctrine_base_dignity_virupa_avg,fx_doctrine_quote_dignity_virupa_avg,fx_doctrine_dominant_base_hit,fx_doctrine_dominant_quote_hit,fx_doctrine_dominant_base_dignity,fx_doctrine_dominant_quote_dignity,fx_doctrine_rule_layer_total_strength,rule_layer_ignore_hint,quote_relevant_hit_count,quote_dignity_label_counts,quote_enemy_component_count,quote_debilitation_component_count,quote_unknown_dignity_component_count,quote_benefic_component_count,quote_malefic_component_count,quote_hit_pairs,quote_dignity_pairs,base_relevant_hit_count,base_dignity_label_counts,base_enemy_component_count,base_debilitation_component_count,base_unknown_dignity_component_count,base_benefic_component_count,base_malefic_component_count,base_hit_pairs,base_dignity_pairs,source_event_id
139,MOON|SUN :: trine,16,BULLISH,BEARISH=4; BULLISH=5; CONFLICT=2; UNKNOWN=4,LOSS=20; WIN=10,STOP_LOSS=20; TAKE_PROFIT=10,30,15,15,0,52.73914930555556,-0.03279923052516501,0.07766886043691942,-0.03333333333333335,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; soft_aspect,shadbala_avg=57.25 | quote_dignity=friend=1; unknown=1 | base_dignity=enemy=1; friend=2; own=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.2763959628228761 | fx_conflict=0.2045340851248714 | regime_active=9 | ml=LOSS=2,bearish_return,MOON|SUN,MOON,benefic,0.2,SUN,malefic,-0.1,benefic + malefic,trine,Trine,soft,2025-06-04 14:30:00+05:30,2025-06-04 17:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,LONG=2,multiple_aspects=2,,-0.2,0.7737991873024723,1.0023269544681084,180.0,trigger_le_1d,1.6669784277779345,1.0,0.0,0.0,0.0,Neutral,57.25,Uttara Phalguni,9,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 10b319097de3306ed0836d78642a714fc208aa9a9fd39f833b02a28661db085f || 23810f649e5f1d2301de9167901a71ba2286d1cedea936cb12e9bc00c5f5bc42 || 24aa02ce8cdb017cdd8d82580e2790ed916d5b6ad57289659e9564f47b571041 || 94c23f043cc5b41f05f6a489e7d46737a41ecbb9e58ca3dbf8e9f0892d555e69 || a5beeeada8ea129786de5bb63217cc15bcfb61a019e28c338fe8302130e77683 || b63a67ad0d5124257623ea8f5754bb8fffb230d91d124e887b991b94d4fe9332 || ee3218eaa32d66d1b894ba76a01b20269e73d9630d8b51b70e518d9bb24d0744 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,JUPITER|MOON,2,JUPITER|mirror|h0.18|n1.4|d360,MOON|direct|h0.18|n1.8|d360,CONFLICT,0.0,0.0,CONFLICT,0.0,0.0,7.500000000000001,,BEARISH,-0.3474180219738656,0.2117000499729939,BEARISH,-0.2763959628228761,0.2045340851248714,16.259875099495527,7.500000000000001,SUN>VENUS:conjunction_orb,,natal own 30V; transit enemy 4V,,0.526395962822876,1.0,1,friend=1; unknown=1,0,0,1,1,0,MOON>AVG(ALL):opposition_orb,MOON>AVG(ALL):natal_unknown_0V/transit_friend_15V,2,enemy=1; friend=2; own=1,1,0,0,2,2,MOON>SATURN:conjunction_orb; SUN>VENUS:conjunction_orb,MOON>SATURN:natal_friend_15V/transit_friend_15V; SUN>VENUS:natal_own_30V/transit_enemy_4V,94c23f043cc5b41f05f6a489e7d46737a41ecbb9e58ca3dbf8e9f0892d555e69
140,MERCURY|MOON :: trine,17,BULLISH,BEARISH=2; BULLISH=8; CONFLICT=2; UNKNOWN=2,LOSS=10; WIN=16,STOP_LOSS=10; TAKE_PROFIT=16,26,13,12,1,52.565651260504204,0.19772161833400909,0.030206555989516392,0.0857142857142857,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; strong_shadbala; soft_aspect,shadbala_avg=57.25 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=4 | ml=LOSS=2,bearish_return,MERCURY|MOON,MERCURY,benefic,0.3,MOON,benefic,0.2,benefic + benefic,trine,Trine,soft,2025-06-05 08:30:00+05:30,2025-06-05 11:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,LONG=2,multiple_aspects=2,,-0.2,1.4637796707370077,0.2042157973507907,180.0,trigger_le_1d,98.3854512195069,1.0,0.0,0.0,0.0,Neutral,57.25,Hasta,4,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 10b319097de3306ed0836d78642a714fc208aa9a9fd39f833b02a28661db085f || 34498df5ead6a0e49714771e53b1f6fab8d179559ac64974fce6028b317fa420 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,AVG(ALL)|URANUS,2,URANUS|mirror|h0.18|n1.3|d360,AVG(ALL)|mirror|h0.18|n1.3|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.25,1.0,0,,0,0,0,0,0,,,0,,0,0,0,0,0,,,34498df5ead6a0e49714771e53b1f6fab8d179559ac64974fce6028b317fa420
141,MOON|SATURN :: square,15,CONFLICT,BEARISH=1; BULLISH=5; CONFLICT=7; UNKNOWN=1,LOSS=10; WIN=18,STOP_LOSS=8; TAKE_PROFIT=18; TIME_CLOSE_72H=2,28,14,14,0,52.10648148148148,0.04948479954503937,0.0,0.12648634697626365,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; strong_shadbala; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=58.67 | quote_dignity=neutral=1; unknown=1 | fx_doctrine=CONFLICT | fx_doctrine_net=-0.0251102903424108 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,MOON|SATURN,MOON,benefic,0.2,SATURN,malefic,-0.8,benefic + malefic,square,Square,hard,2025-06-06 15:30:00+05:30,2025-06-06 18:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.8200195970785112,0.0722729136408268,180.0,trigger_le_1d,1.7955226695357425,1.0,0.0,0.0,0.0,Neutral,58.66666666666666,Chitra,3,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 4860ffa48f971fbfac858fa7e99f49a29db314216ec3df2aa26325a4db9fa762 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,nearest_line,JUPITER,1,JUPITER|mirror|h0.18|n1.4|d360,,BULLISH,0.0430462120155614,0.0,BULLISH,0.0251102903424108,0.0,5.0,natal unknown 0V; transit neutral 10V,CONFLICT,-0.0430462120155614,0.0,CONFLICT,-0.0251102903424108,0.0,0.0,5.0,,SATURN>URANUS:opposition_orb,,natal unknown 0V; transit neutral 10V,0.1751102903424108,1.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,0,,0,0,0,0,0,,,4860ffa48f971fbfac858fa7e99f49a29db314216ec3df2aa26325a4db9fa762
142,MOON|RAHU :: trine,12,UNKNOWN,BEARISH=4; BULLISH=1; CONFLICT=2; UNKNOWN=5,LOSS=8; WIN=16,STOP_LOSS=8; TAKE_PROFIT=14; TIME_CLOSE_72H=2,24,12,12,0,51.3605324074074,-0.049503177554926094,0.0,0.11818858220430173,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; strong_shadbala; unknown_outer_or_node_dignity; soft_aspect,shadbala_avg=59.29 | quote_dignity=unknown=2 | fx_doctrine=CONFLICT | fx_doctrine_net=0.0144809855434232 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,MOON|RAHU,MOON,benefic,0.2,RAHU,malefic,-0.7,benefic + malefic,trine,Trine,soft,2025-06-07 00:30:00+05:30,2025-06-07 03:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.6829705770756503,0.0124176468559212,180.0,trigger_le_1d,1.8058827738448,1.0,0.0,0.0,0.0,Neutral,59.29166666666666,Chitra,3,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 9a847d12bfe89d8a3f42d48da02601c4b9415fd8f0acd43b12650f8a8e556fef || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,BEARISH,-0.0289619710868464,0.0,BEARISH,-0.0144809855434232,0.0,0.0,natal unknown 0V; transit unknown 0V,CONFLICT,0.0289619710868464,0.0,CONFLICT,0.0144809855434232,0.0,0.0,0.0,,RAHU>RAHU:trine,,natal unknown 0V; transit unknown 0V,0.2644809855434232,0.0,1,unknown=2,0,0,2,0,2,RAHU>RAHU:trine,RAHU>RAHU:natal_unknown_0V/transit_unknown_0V,0,,0,0,0,0,0,,,9a847d12bfe89d8a3f42d48da02601c4b9415fd8f0acd43b12650f8a8e556fef
143,MOON|SUN :: square,16,BEARISH,BEARISH=7; BULLISH=3; UNKNOWN=4,LOSS=13; WIN=13,STOP_LOSS=13; TAKE_PROFIT=13,26,10,14,2,53.043924534574465,-0.0540200330686355,0.007859093726752529,0.04999999999999999,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; strong_shadbala; quote_enemy_sign; base_enemy_sign; hard_aspect,shadbala_avg=59.29 | quote_dignity=enemy=1; friend=1 | base_dignity=enemy=2 | fx_doctrine=BEARISH | fx_doctrine_net=-0.1119578820607904 | fx_conflict=0.0 | regime_active=4 | ml=WIN=2,bullish_return,MOON|SUN,MOON,benefic,0.2,SUN,malefic,-0.1,benefic + malefic,square,Square,hard,2025-06-07 03:30:00+05:30,2025-06-07 04:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.5622362359181876,0.1112039729518793,60.0,trigger_le_1d,2.5130651685869907,1.0,0.0,0.0,0.0,Neutral,59.29166666666666,Chitra,4,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 9a847d12bfe89d8a3f42d48da02601c4b9415fd8f0acd43b12650f8a8e556fef || c95ccb7dc22dd13ef7721ce4804194a175aba316991bdb3d4bac41a56ee0428a || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,BULLISH,0.0811173351618236,0.0,BULLISH,0.0534022456482005,0.0,9.5,natal friend 15V; transit enemy 4V,BEARISH,-0.1844508111840411,0.0,BEARISH,-0.1119578820607904,0.0,4.0,9.5,SUN>JUPITER:conjunction_orb,SUN>VENUS:square,natal enemy 4V; transit enemy 4V,natal friend 15V; transit enemy 4V,0.3619578820607905,0.0,1,enemy=1; friend=1,1,0,0,1,1,SUN>VENUS:square,SUN>VENUS:natal_friend_15V/transit_enemy_4V,1,enemy=2,2,0,0,1,1,SUN>JUPITER:conjunction_orb,SUN>JUPITER:natal_enemy_4V/transit_enemy_4V,c95ccb7dc22dd13ef7721ce4804194a175aba316991bdb3d4bac41a56ee0428a
144,MOON|SATURN :: trine,14,BULLISH,BEARISH=2; BULLISH=6; CONFLICT=3; UNKNOWN=1,LOSS=14; WIN=9,STOP_LOSS=14; TAKE_PROFIT=7; TIME_CLOSE_72H=2,23,12,11,0,49.671875,0.09836164426889814,0.02724493441349031,-0.004417769067450145,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; unknown_outer_or_node_dignity; soft_aspect,shadbala_avg=54.19 | quote_dignity=neutral=1; unknown=1 | fx_doctrine=CONFLICT | fx_doctrine_net=-0.0239719125083437 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,MOON|SATURN,MOON,benefic,0.2,SATURN,malefic,-0.8,benefic + malefic,trine,Trine,soft,2025-06-09 05:30:00+05:30,2025-06-09 07:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.553306715665272,0.4780127930591488,120.0,trigger_le_1d,1.6735251308464427,1.0,0.0,0.0,0.0,Neutral,54.1875,Vishakha,3,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 7d47bbea2c6e3234fe0f36d2da175c1914172ca0fe1b9759a49553712c0f9def || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,BULLISH,0.0410947071571607,0.0,BULLISH,0.0239719125083437,0.0,5.0,natal unknown 0V; transit neutral 10V,CONFLICT,-0.0410947071571607,0.0,CONFLICT,-0.0239719125083437,0.0,0.0,5.0,,SATURN>URANUS:opposition_orb,,natal unknown 0V; transit neutral 10V,0.2739719125083438,0.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,0,,0,0,0,0,0,,,7d47bbea2c6e3234fe0f36d2da175c1914172ca0fe1b9759a49553712c0f9def
145,MARS|MERCURY :: trine,2,CONFLICT,BULLISH=1; CONFLICT=1,WIN=4,TAKE_PROFIT=4,4,1,2,1,52.969005270092225,0.12786824811681766,0.22511302608906375,0.3,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; high_fx_doctrine_conflict; high_legacy_fx_conflict; unknown_outer_or_node_dignity; soft_aspect,shadbala_avg=54.05 | quote_dignity=own=3; unknown=3 | fx_doctrine=CONFLICT | fx_doctrine_net=0.036146190599978 | fx_conflict=0.4502260521781275 | regime_active=4 | ml=WIN=2,bullish_return,MARS|MERCURY,MARS,malefic,-0.6,MERCURY,benefic,0.3,malefic + benefic,trine,Trine,soft,2025-06-09 07:30:00+05:30,2025-06-10 06:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.4983205009468805,0.5335692465062213,1380.0,trigger_le_1d,43.82888399095947,1.0,0.0,0.0,0.0,Neutral,54.04710144927536,Anuradha,4,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 35dd1877c03b1f88ec1689dfb9543dc5c9551a13bca15990de4d867c507f1e80 || 7d47bbea2c6e3234fe0f36d2da175c1914172ca0fe1b9759a49553712c0f9def || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,CONFLICT,-0.0481949207999706,0.2179715481325871,CONFLICT,-0.036146190599978,0.1634786610994403,15.0,natal unknown 0V; transit own 30V,CONFLICT,0.0481949207999706,0.4502260521781275,CONFLICT,0.036146190599978,0.4502260521781275,0.0,15.0,,MERCURY>RAHU:conjunction_orb,,natal unknown 0V; transit own 30V,0.286146190599978,1.0,3,own=3; unknown=3,0,0,3,3,3,MERCURY>RAHU:conjunction_orb; MERCURY>KETU:opposition_orb; MERCURY>URANUS:square,MERCURY>RAHU:natal_unknown_0V/transit_own_30V; MERCURY>KETU:natal_unknown_0V/transit_own_30V; MERCURY>URANUS:natal_unknown_0V/transit_own_30V,0,,0,0,0,0,0,,,35dd1877c03b1f88ec1689dfb9543dc5c9551a13bca15990de4d867c507f1e80
146,AVG(ALL)|MOON :: trine,18,BULLISH,BEARISH=2; BULLISH=10; CONFLICT=2; UNKNOWN=2,LOSS=14; WIN=18,STOP_LOSS=14; TAKE_PROFIT=18,32,16,16,0,50.187261169900054,0.07053140993496461,0.03921119309897626,0.08124999999999999,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; quote_enemy_sign; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; soft_aspect,shadbala_avg=54.92 | quote_dignity=enemy=3; neutral=1; own=3; unknown=7 | base_dignity=enemy=2 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=4 | ml=WIN=2,bullish_return,AVG(ALL)|MOON,AVG(ALL),mixed_classical,0.0,MOON,benefic,0.2,mixed_classical + benefic,trine,Trine,soft,2025-06-09 08:30:00+05:30,2025-06-09 11:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.6658386807424297,0.3643138066652809,180.0,trigger_le_1d,110.36848026654934,1.0,0.0,0.0,0.0,Neutral,54.91666666666666,Vishakha,4,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 35dd1877c03b1f88ec1689dfb9543dc5c9551a13bca15990de4d867c507f1e80 || b23e1d5c33c14f6a418f228d23fcfc5f5294aeae31e021e5f042b613deecf588 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.25,1.0,7,enemy=3; neutral=1; own=3; unknown=7,3,0,7,6,8,MERCURY>RAHU:conjunction_orb; MERCURY>KETU:opposition_orb; MERCURY>URANUS:square; JUPITER>RAHU:conjunction_orb; JUPITER>KETU:opposition_orb; JUPITER>URANUS:square; SATURN>URANUS:opposition_orb,MERCURY>RAHU:natal_unknown_0V/transit_own_30V; MERCURY>KETU:natal_unknown_0V/transit_own_30V; MERCURY>URANUS:natal_unknown_0V/transit_own_30V; JUPITER>RAHU:natal_unknown_0V/transit_enemy_4V; JUPITER>KETU:natal_unknown_0V/transit_enemy_4V; JUPITER>URANUS:natal_unknown_0V/transit_enemy_4V; SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,1,enemy=2,2,0,0,1,1,SUN>JUPITER:conjunction_orb,SUN>JUPITER:natal_enemy_4V/transit_enemy_4V,b23e1d5c33c14f6a418f228d23fcfc5f5294aeae31e021e5f042b613deecf588
147,MARS|MOON :: square,16,BEARISH,BEARISH=9; BULLISH=4; CONFLICT=1; UNKNOWN=1,LOSS=18; WIN=11,STOP_LOSS=18; TAKE_PROFIT=10; TIME_CLOSE_72H=1,29,14,15,0,51.48508986928104,-0.39666525726943175,0.20716531037196734,-0.010549230209257576,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; quote_debilitation; hard_aspect,shadbala_avg=53.25 | quote_dignity=debilitation=1; exaltation=1 | fx_doctrine=BULLISH | fx_doctrine_net=0.5482230613208572 | fx_conflict=0.0 | regime_active=4 | ml=LOSS=2,bearish_return,MARS|MOON,MARS,malefic,-0.6,MOON,benefic,0.2,malefic + benefic,square,Square,hard,2025-06-09 21:30:00+05:30,2025-06-10 00:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,SHORT=2,multiple_aspects=2,,-0.2,1.0251766234843396,0.553028522446053,180.0,trigger_le_1d,4.849556403474196,1.0,0.0,0.0,0.0,Neutral,53.25,Anuradha,4,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 35dd1877c03b1f88ec1689dfb9543dc5c9551a13bca15990de4d867c507f1e80 || 9b993b62d1101838329b317f44a289c9151cdf51006ede905142165396b60bc6 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,NEPTUNE|SATURN,2,SATURN|direct|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,BEARISH,-0.5482230613208572,0.0,BEARISH,-0.5482230613208572,0.0,30.0,natal exaltation 60V; transit debilitation 0V,BULLISH,0.5482230613208572,0.0,BULLISH,0.5482230613208572,0.0,0.0,30.0,,MOON>MOON:opposition_orb,,natal exaltation 60V; transit debilitation 0V,0.7982230613208572,0.0,1,debilitation=1; exaltation=1,0,1,0,2,0,MOON>MOON:opposition_orb,MOON>MOON:natal_exaltation_60V/transit_debilitation_0V,0,,0,0,0,0,0,,,9b993b62d1101838329b317f44a289c9151cdf51006ede905142165396b60bc6
148,JUPITER|MOON :: conjunction_orb,5,BULLISH,BULLISH=2; UNKNOWN=1,LOSS=4; WIN=2,STOP_LOSS=4; TAKE_PROFIT=2,6,3,3,0,49.19166666666666,0.2591581683573414,0.0,-0.03333333333333335,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; quote_enemy_sign; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=53.71 | quote_dignity=enemy=1; unknown=1 | fx_doctrine=BULLISH | fx_doctrine_net=0.0965974539177535 | fx_conflict=0.0 | regime_active=3 | ml=LOSS=2,bearish_return,JUPITER|MOON,JUPITER,benefic,1.0,MOON,benefic,0.2,benefic + benefic,conjunction_orb,Conjunction (ORB),hard,2025-06-10 08:30:00+05:30,2025-06-10 13:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,SHORT=2,multiple_aspects=2,,-0.2,1.1784406939168122,0.6539204085445552,300.0,trigger_le_1d,29.399728717638823,1.5,0.0,0.0,0.0,Neutral,53.708333333333336,Anuradha,3,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 5f2007729f8a16efdc85780035d5c4c26159e388272e51b19df48358a2fa8ec3 || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,AVG(ALL)|SATURN,2,AVG(ALL)|mirror|h0.18|n1.3|d360,SATURN|direct|h0.18|n1.3|d360,BEARISH,-0.1811202260957879,0.0,BEARISH,-0.0965974539177535,0.0,2.0,natal unknown 0V; transit enemy 4V,BULLISH,0.1811202260957879,0.0,BULLISH,0.0965974539177535,0.0,0.0,2.0,,JUPITER>RAHU:conjunction_orb,,natal unknown 0V; transit enemy 4V,0.3465974539177536,0.0,1,enemy=1; unknown=1,1,0,1,1,1,JUPITER>RAHU:conjunction_orb,JUPITER>RAHU:natal_unknown_0V/transit_enemy_4V,0,,0,0,0,0,0,,,5f2007729f8a16efdc85780035d5c4c26159e388272e51b19df48358a2fa8ec3
149,MOON|VENUS :: square,12,BEARISH,BEARISH=8; BULLISH=1; CONFLICT=1,LOSS=12; WIN=7,STOP_LOSS=12; TAKE_PROFIT=7,19,10,9,0,53.292824074074076,-0.4149577493144404,0.13388088192412034,-1.1102230246251566e-17,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; high_fx_doctrine_conflict; high_legacy_fx_conflict; strong_shadbala; base_debilitation; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=58.46 | base_dignity=debilitation=1; neutral=1; own=1; unknown=1 | fx_doctrine=CONFLICT | fx_doctrine_net=-0.0200443189562953 | fx_conflict=0.4865688915672005 | regime_active=3 | ml=LOSS=2,bearish_return,MOON|VENUS,MOON,benefic,0.2,VENUS,benefic,0.8,benefic + benefic,square,Square,hard,2025-06-11 00:30:00+05:30,2025-06-11 03:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,0,2,0,0.0,LOSS=2,STOP_LOSS=2,SHORT=2,multiple_aspects=2,,-0.2,1.499713716102956,0.3428508357420172,180.0,trigger_le_1d,1.5728728697015413,1.0,0.0,0.0,0.0,Neutral,58.458333333333336,Jyeshtha,3,02b01a03fc969cc5f9ae498a4ad6bd9c5ac3a8b792c3a9dd848129a48495e5a5 || 6aaf9032fa2d31af1048a7be06044ce43c11494bf17bec495511b069172c1e1b || fd68e93718dbb4f2502300d5f4552e0063d9f9e96b49b9dfbb299b139da79436,confluence,AVG(ALL)|NEPTUNE,2,AVG(ALL)|mirror|h0.18|n1.3|d360,NEPTUNE|direct|h0.18|n1.3|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,CONFLICT,0.111587714043993,0.4507657909326528,CONFLICT,-0.0200443189562953,0.4865688915672005,9.93568652249268,0.0,MOON>VENUS:opposition_orb,,natal own 30V; transit debilitation 0V,,0.2700443189562953,1.0,0,,0,0,0,0,0,,,2,debilitation=1; neutral=1; own=1; unknown=1,0,1,1,3,1,MOON>VENUS:opposition_orb; VENUS>NEPTUNE:trine,MOON>VENUS:natal_own_30V/transit_debilitation_0V; VENUS>NEPTUNE:natal_unknown_0V/transit_neutral_10V,6aaf9032fa2d31af1048a7be06044ce43c11494bf17bec495511b069172c1e1b
