case_id,same_aspect_group_key,same_aspect_group_size,group_script_direction_mode,group_fx_doctrine_directions,group_ml_outcomes,group_close_actions,group_csv_occurrence_total,group_m30_total,group_hourly_total,group_daily_total,group_avg_shadbala,group_avg_fx_doctrine_net,group_avg_fx_doctrine_conflict,group_avg_return_pct,review_status,manual_direction_label,manual_behavior_label,manual_trade_action,manual_confidence,manual_reason_tags,manual_notes,reviewed_by,reviewed_at_ist,manual_column_hints,probable_factor_tags,probable_factor_note,script_observed_return_bias,pair_key,b1,b1_natural_class,b1_natural_bias,b2,b2_natural_class,b2_natural_bias,pair_nature_summary,aspect,aspect_label,aspect_family,window_start_ist,window_end_ist,case_timeframe_bucket,csv_occurrence_count,csv_m30_count,csv_hourly_count,csv_daily_count,csv_timeframes_present,potential_trade_count,ignored_trade_count,ml_win_count,ml_loss_count,ml_ignore_count,ml_win_rate,ml_outcome_counts,close_action_counts,signal_direction_counts,trade_category_counts,ignore_reason_counts,avg_signed_return_pct,avg_mfe_pct,avg_mae_pct,event_duration_minutes,duration_bucket,event_orb_deg,event_orb_limit_deg,event_orb_strength,event_bphs_strength,event_bphs_virupa,shadbala_tag,shadbala_avg,moon_nakshatra,aspect_regime_active_count,aspect_regime_signature,touch_kind,touch_planets,touch_identity_count,touch_identity_1_text,touch_identity_2_text,jyotish_hypothesis_direction,jyotish_net_score,jyotish_conflict_score,doctrine_hypothesis_direction,doctrine_net_score,doctrine_conflict_score,doctrine_dignity_virupa_avg,doctrine_dominant_dignity,fx_hypothesis_direction,fx_pair_net_score,fx_pair_conflict_ratio,fx_doctrine_hypothesis_direction,fx_doctrine_pair_net_score,fx_doctrine_pair_conflict_ratio,fx_doctrine_base_dignity_virupa_avg,fx_doctrine_quote_dignity_virupa_avg,fx_doctrine_dominant_base_hit,fx_doctrine_dominant_quote_hit,fx_doctrine_dominant_base_dignity,fx_doctrine_dominant_quote_dignity,fx_doctrine_rule_layer_total_strength,rule_layer_ignore_hint,quote_relevant_hit_count,quote_dignity_label_counts,quote_enemy_component_count,quote_debilitation_component_count,quote_unknown_dignity_component_count,quote_benefic_component_count,quote_malefic_component_count,quote_hit_pairs,quote_dignity_pairs,base_relevant_hit_count,base_dignity_label_counts,base_enemy_component_count,base_debilitation_component_count,base_unknown_dignity_component_count,base_benefic_component_count,base_malefic_component_count,base_hit_pairs,base_dignity_pairs,source_event_id
261,MOON|SATURN :: square,15,CONFLICT,BEARISH=1; BULLISH=5; CONFLICT=7; UNKNOWN=1,LOSS=10; WIN=18,STOP_LOSS=8; TAKE_PROFIT=18; TIME_CLOSE_72H=2,28,14,14,0,52.10648148148148,0.04948479954503937,0.0,0.12648634697626365,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=50.33 | quote_dignity=neutral=1; unknown=1 | fx_doctrine=CONFLICT | fx_doctrine_net=-0.0189126098223324 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,MOON|SATURN,MOON,benefic,0.2,SATURN,malefic,-0.8,benefic + malefic,square,Square,hard,2025-08-14 05:30:00+05:30,2025-08-14 08:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.7292182969969054,0.456270666277386,180.0,trigger_le_1d,1.3573012848968349,1.0,0.0,0.0,0.0,Neutral,50.333333333333336,Ashwini,3,1eeb1301cf79f46073fded61e213878fe3f2e1c084c6c096e7ac079f83b7f02f || 831373d8b2b1dca356d6d244d0b9c723302535a561ae83bb1298507de0f17d69 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|VENUS,2,KETU|mirror|h0.18|n1.6|d360,VENUS|mirror|h0.18|n1.5|d360,BULLISH,0.0324216168382841,0.0,BULLISH,0.0189126098223324,0.0,5.0,natal unknown 0V; transit neutral 10V,CONFLICT,-0.0324216168382841,0.0,CONFLICT,-0.0189126098223324,0.0,0.0,5.0,,SATURN>URANUS:opposition_orb,,natal unknown 0V; transit neutral 10V,0.2689126098223324,0.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,0,,0,0,0,0,0,,,831373d8b2b1dca356d6d244d0b9c723302535a561ae83bb1298507de0f17d69
262,KETU|MOON :: trine,14,UNKNOWN,BEARISH=1; BULLISH=1; UNKNOWN=10,LOSS=9; WIN=14,STOP_LOSS=9; TAKE_PROFIT=14,23,11,12,0,53.47718253968254,0.018276584299160067,0.0,0.09166666666666666,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; soft_aspect,shadbala_avg=51.17 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=3 | ml=WIN=2,bullish_return,KETU|MOON,KETU,malefic,-0.5,MOON,benefic,0.2,malefic + benefic,trine,Trine,soft,2025-08-14 13:30:00+05:30,2025-08-14 15:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,1.019390959989072,0.1727434111702951,120.0,trigger_le_1d,37.237495833582585,1.0,0.0,0.0,0.0,Neutral,51.16666666666666,Ashwini,3,0b0ac187a0bf1774e48d89ace828ee96860a7f23de3de80eda881d0896ce532d || 1eeb1301cf79f46073fded61e213878fe3f2e1c084c6c096e7ac079f83b7f02f || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,nearest_line,AVG(ALL),1,AVG(ALL)|mirror|h0.18|n1.4|d360,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.15,1.0,0,,0,0,0,0,0,,,0,,0,0,0,0,0,,,0b0ac187a0bf1774e48d89ace828ee96860a7f23de3de80eda881d0896ce532d
263,MOON|SUN :: square,16,BEARISH,BEARISH=7; BULLISH=3; UNKNOWN=4,LOSS=13; WIN=13,STOP_LOSS=13; TAKE_PROFIT=13,26,10,14,2,53.043924534574465,-0.0540200330686355,0.007859093726752529,0.04999999999999999,,,,,,,,,,,high_recurrence_group; multiple_active_aspects; hard_aspect,shadbala_avg=51.17 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=3 | ml=WIN=1,bullish_return,MOON|SUN,MOON,benefic,0.2,SUN,malefic,-0.1,benefic + malefic,square,Square,hard,2025-08-14 15:30:00+05:30,2025-08-14 17:30:00+05:30,m30_h1,1,0,1,0,hourly,1,0,1,0,0,1.0,WIN=1,TAKE_PROFIT=1,LONG=1,multiple_aspects=1,,0.3,0.9614859700840646,0.0873457801070083,120.0,trigger_le_1d,1.6616981083391238,1.0,0.0,0.0,0.0,Neutral,51.16666666666666,Ashwini,3,1eeb1301cf79f46073fded61e213878fe3f2e1c084c6c096e7ac079f83b7f02f || d0ab9d7c7787dc785dd96785dbb4e6df67629e662f59f12b21c37d5f9b8c278a || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,AVG(ALL)|MARS,2,MARS|mirror|h0.18|n1.7|d360,AVG(ALL)|mirror|h0.18|n1.4|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.25,1.0,0,,0,0,0,0,0,,,0,,0,0,0,0,0,,,d0ab9d7c7787dc785dd96785dbb4e6df67629e662f59f12b21c37d5f9b8c278a
264,MERCURY|MOON :: square,16,BEARISH,BEARISH=6; BULLISH=3; CONFLICT=4,LOSS=15; WIN=10,STOP_LOSS=15; TAKE_PROFIT=10,25,12,12,1,51.93676549145299,-0.11328350522297438,0.024154168642128663,-0.007692307692307703,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; base_enemy_sign; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=51.17 | quote_dignity=neutral=1; unknown=1 | base_dignity=enemy=1; neutral=1 | fx_doctrine=CONFLICT | fx_doctrine_net=0.0390071502701228 | fx_conflict=0.0 | regime_active=2 | ml=WIN=2,bullish_return,MERCURY|MOON,MERCURY,benefic,0.3,MOON,benefic,0.2,benefic + benefic,square,Square,hard,2025-08-15 06:30:00+05:30,2025-08-15 08:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,SHORT=2,multiple_aspects=2,,0.3,0.7011037647106603,0.0629369209634206,120.0,trigger_le_1d,25.558682023976942,1.0,0.0,0.0,0.0,Neutral,51.16666666666666,Bharani,2,f8077c49415964fe225532d464682f2742a9053c566937d065499666b9f27dfd || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,nearest_line,JUPITER,1,JUPITER|mirror|h0.18|n1.5|d360,,BULLISH,0.0434379429899309,0.0,BULLISH,0.0253388000774596,0.0,5.0,natal unknown 0V; transit neutral 10V,BULLISH,0.0609068413575002,0.0,CONFLICT,0.0390071502701228,0.0,7.0,5.0,MERCURY>MOON:opposition_orb,MOON>NEPTUNE:conjunction_orb,natal neutral 10V; transit enemy 4V,natal unknown 0V; transit neutral 10V,0.1890071502701228,1.0,1,neutral=1; unknown=1,0,0,1,1,1,MOON>NEPTUNE:conjunction_orb,MOON>NEPTUNE:natal_unknown_0V/transit_neutral_10V,1,enemy=1; neutral=1,1,0,0,2,0,MERCURY>MOON:opposition_orb,MERCURY>MOON:natal_neutral_10V/transit_enemy_4V,f8077c49415964fe225532d464682f2742a9053c566937d065499666b9f27dfd
265,AVG(ALL)|KETU :: opposition_orb,4,UNKNOWN,BEARISH=1; BULLISH=1; UNKNOWN=2,WIN=7,TAKE_PROFIT=7,7,2,4,1,53.7922149122807,0.008430083683500126,0.0,0.3,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=57.25 | quote_dignity=neutral=1; unknown=1 | base_dignity=enemy=1; neutral=1 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=6 | ml=WIN=2,bullish_return,AVG(ALL)|KETU,AVG(ALL),mixed_classical,0.0,KETU,malefic,-0.5,mixed_classical + malefic,opposition_orb,Opposition (ORB),hard,2025-08-18 05:30:00+05:30,2025-08-18 11:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.6202824900979075,0.2228397116671555,360.0,trigger_le_1d,1.1498462904478115,1.5,0.2334358063681255,0.2334358063681255,14.006148382087533,Neutral,57.25,Mrigashira,6,040b76a7f0893220671a5aa1cad1622f440e22505812111a05fa177e544ff07c || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || 7fe0dcc8da260d70916d54d05438c555655ac81a49e747345187263cdb335eb2 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.3317025322288439,1.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,1,enemy=1; neutral=1,1,0,0,2,0,MERCURY>MOON:opposition_orb,MERCURY>MOON:natal_neutral_10V/transit_enemy_4V,040b76a7f0893220671a5aa1cad1622f440e22505812111a05fa177e544ff07c
266,AVG(ALL)|RAHU :: conjunction_orb,4,BEARISH,BEARISH=2; UNKNOWN=2,WIN=7,TAKE_PROFIT=7,7,2,4,1,53.7922149122807,-0.07325329524745167,0.07799113386856697,0.3,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; strong_shadbala; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=57.25 | quote_dignity=neutral=1; unknown=1 | base_dignity=enemy=1; exaltation=1 | fx_doctrine=UNKNOWN | fx_doctrine_net=0.0 | fx_conflict=0.0 | regime_active=6 | ml=WIN=2,bullish_return,AVG(ALL)|RAHU,AVG(ALL),mixed_classical,0.0,RAHU,malefic,-0.7,mixed_classical + malefic,conjunction_orb,Conjunction (ORB),hard,2025-08-18 05:30:00+05:30,2025-08-18 11:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.6202824900979075,0.2228397116671555,360.0,trigger_le_1d,1.1498462904477833,1.5,0.2334358063681444,0.2334358063681444,14.006148382088666,Neutral,57.25,Mrigashira,6,040b76a7f0893220671a5aa1cad1622f440e22505812111a05fa177e544ff07c || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || 7fe0dcc8da260d70916d54d05438c555655ac81a49e747345187263cdb335eb2 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,,,,,0.3317025322288505,1.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,1,enemy=1; exaltation=1,1,0,0,2,0,MOON>JUPITER:conjunction_orb,MOON>JUPITER:natal_enemy_4V/transit_exaltation_60V,7fe0dcc8da260d70916d54d05438c555655ac81a49e747345187263cdb335eb2
267,JUPITER|MERCURY :: trine,5,CONFLICT,BEARISH=1; BULLISH=1; CONFLICT=2; UNKNOWN=1,LOSS=2; WIN=7,STOP_LOSS=2; TAKE_PROFIT=7,9,1,5,3,52.909130373502464,-0.005349194169822017,0.0,0.2,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; base_enemy_sign; swing_duration_1d_to_5d; soft_aspect,shadbala_avg=53.81 | base_dignity=enemy=1; neutral=1 | fx_doctrine=CONFLICT | fx_doctrine_net=0.044452507302519 | fx_conflict=0.0 | regime_active=6 | ml=WIN=2,bullish_return,JUPITER|MERCURY,JUPITER,benefic,1.0,MERCURY,benefic,0.3,benefic + benefic,trine,Trine,soft,2025-08-18 05:30:00+05:30,2025-08-19 17:30:00+05:30,daily,2,0,1,1,daily; hourly,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.6202824900979075,0.2228397116671555,2160.0,swing_1d_to_5d,35.068795071890634,1.0,0.0,0.0,0.0,Neutral,53.8125,Mrigashira,6,040b76a7f0893220671a5aa1cad1622f440e22505812111a05fa177e544ff07c || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || 7fe0dcc8da260d70916d54d05438c555655ac81a49e747345187263cdb335eb2 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BULLISH,0.0720851469770579,0.0,CONFLICT,0.044452507302519,0.0,7.0,0.0,MERCURY>MOON:opposition_orb,,natal neutral 10V; transit enemy 4V,,0.2944525073025191,1.0,0,,0,0,0,0,0,,,1,enemy=1; neutral=1,1,0,0,2,0,MERCURY>MOON:opposition_orb,MERCURY>MOON:natal_neutral_10V/transit_enemy_4V,630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4
268,MARS|MERCURY :: trine,2,CONFLICT,BULLISH=1; CONFLICT=1,WIN=4,TAKE_PROFIT=4,4,1,2,1,52.969005270092225,0.12786824811681766,0.22511302608906375,0.3,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; base_enemy_sign; swing_duration_1d_to_5d; soft_aspect,shadbala_avg=51.89 | base_dignity=enemy=1; neutral=1 | fx_doctrine=BULLISH | fx_doctrine_net=0.2195903056336573 | fx_conflict=0.0 | regime_active=6 | ml=WIN=2,bullish_return,MARS|MERCURY,MARS,malefic,-0.6,MERCURY,benefic,0.3,malefic + benefic,trine,Trine,soft,2025-08-18 05:30:00+05:30,2025-08-20 12:30:00+05:30,daily,2,0,1,1,daily; hourly,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.6202824900979075,0.2228397116671555,3300.0,swing_1d_to_5d,1.4011208935086472,1.0,0.0,0.0,0.0,Neutral,51.89090909090909,Ardra,6,040b76a7f0893220671a5aa1cad1622f440e22505812111a05fa177e544ff07c || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || 7fe0dcc8da260d70916d54d05438c555655ac81a49e747345187263cdb335eb2 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BULLISH,0.3560923875140389,0.0,BULLISH,0.2195903056336573,0.0,7.0,0.0,MARS>MOON:trine,,natal neutral 10V; transit enemy 4V,,0.4695903056336573,1.0,0,,0,0,0,0,0,,,1,enemy=1; neutral=1,1,0,0,1,1,MARS>MOON:trine,MARS>MOON:natal_neutral_10V/transit_enemy_4V,f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3
269,AVG(ALL)|MOON :: square,18,BEARISH,BEARISH=13; BULLISH=2,LOSS=7; WIN=21,STOP_LOSS=7; TAKE_PROFIT=21,28,13,14,1,53.75149550311961,-0.6657063266355522,0.046022000183556074,0.16666666666666666,,,,,,,,,,,repeated_across_timeframes; high_recurrence_group; multiple_active_aspects; crowded_regime; quote_enemy_sign; base_enemy_sign; unknown_outer_or_node_dignity; avg_all_composite; hard_aspect,shadbala_avg=55.38 | quote_dignity=enemy=1; unknown=1 | base_dignity=enemy=2; exaltation=2; neutral=1; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-2.116956879375368 | fx_conflict=0.0 | regime_active=5 | ml=WIN=2,bullish_return,AVG(ALL)|MOON,AVG(ALL),mixed_classical,0.0,MOON,benefic,0.2,mixed_classical + benefic,square,Square,hard,2025-08-18 14:30:00+05:30,2025-08-18 16:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.4462650733149868,0.3953989935298336,120.0,trigger_le_1d,61.18881020148139,1.0,0.0,0.0,0.0,Neutral,55.375,Mrigashira,5,30765e060443b6d9595fd16fb0e1b525ff5903c9c9b1e89798c896c63ecacc77 || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,BEARISH,-0.1400614838208847,0.0,BEARISH,-0.0700307419104423,0.0,0.0,natal unknown 0V; transit unknown 0V,BEARISH,-2.0129104060406817,0.0,BEARISH,-2.116956879375368,0.0,30.927634559979,0.0,MOON>AVG(ALL):conjunction_orb,AVG(ALL)>RAHU:conjunction_orb,natal unknown 0V; transit exaltation 60V,natal unknown 0V; transit unknown 0V,2.366956879375368,0.0,1,enemy=1; unknown=1,1,0,1,1,1,MERCURY>NEPTUNE:square,MERCURY>NEPTUNE:natal_unknown_0V/transit_enemy_4V,3,enemy=2; exaltation=2; neutral=1; unknown=1,2,0,1,4,1,MOON>SUN:conjunction_orb; MOON>AVG(ALL):conjunction_orb; MERCURY>MOON:opposition_orb,MOON>SUN:natal_enemy_4V/transit_exaltation_60V; MOON>AVG(ALL):natal_unknown_0V/transit_exaltation_60V; MERCURY>MOON:natal_neutral_10V/transit_enemy_4V,30765e060443b6d9595fd16fb0e1b525ff5903c9c9b1e89798c896c63ecacc77
270,SATURN|VENUS :: conjunction_orb,1,CONFLICT,CONFLICT=1,WIN=2,TAKE_PROFIT=2,2,0,1,1,50.50694444444444,-0.0208903531715381,0.0,0.3,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; unknown_outer_or_node_dignity; swing_duration_1d_to_5d; hard_aspect,shadbala_avg=50.51 | quote_dignity=neutral=1; unknown=1 | fx_doctrine=CONFLICT | fx_doctrine_net=-0.0208903531715381 | fx_conflict=0.0 | regime_active=6 | ml=WIN=2,bullish_return,SATURN|VENUS,SATURN,malefic,-0.8,VENUS,benefic,0.8,malefic + benefic,conjunction_orb,Conjunction (ORB),hard,2025-08-18 16:30:00+05:30,2025-08-21 04:30:00+05:30,daily,2,0,1,1,daily; hourly,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.5226220695834025,0.319681811394521,3600.0,swing_1d_to_5d,13.48738271985593,1.5,0.0,0.0,0.0,Neutral,50.50694444444444,Ardra,6,30765e060443b6d9595fd16fb0e1b525ff5903c9c9b1e89798c896c63ecacc77 || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 653a959a1fc0968acb9bfc0fd7b196417b878998e6cd2c239afd64e472fda504 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,BULLISH,0.0358120340083511,0.0,BULLISH,0.0208903531715381,0.0,5.0,natal unknown 0V; transit neutral 10V,CONFLICT,-0.0358120340083511,0.0,CONFLICT,-0.0208903531715381,0.0,0.0,5.0,,SATURN>URANUS:opposition_orb,,natal unknown 0V; transit neutral 10V,0.2708903531715381,0.0,1,neutral=1; unknown=1,0,0,1,0,2,SATURN>URANUS:opposition_orb,SATURN>URANUS:natal_unknown_0V/transit_neutral_10V,0,,0,0,0,0,0,,,653a959a1fc0968acb9bfc0fd7b196417b878998e6cd2c239afd64e472fda504
271,KETU|MOON :: opposition_orb,8,BEARISH,BEARISH=5; BULLISH=1,LOSS=5; WIN=6,STOP_LOSS=5; TAKE_PROFIT=6,11,5,6,0,52.47005208333333,-0.2517557412466795,0.1542679615437215,0.04999999999999999,,,,,,,,,,,repeated_across_timeframes; multiple_active_aspects; crowded_regime; base_enemy_sign; unknown_outer_or_node_dignity; hard_aspect,shadbala_avg=54.75 | base_dignity=enemy=1; friend=4; unknown=1 | fx_doctrine=BEARISH | fx_doctrine_net=-0.4780571758963428 | fx_conflict=0.1038035394328988 | regime_active=7 | ml=WIN=2,bullish_return,KETU|MOON,KETU,malefic,-0.5,MOON,benefic,0.2,malefic + benefic,opposition_orb,Opposition (ORB),hard,2025-08-18 17:30:00+05:30,2025-08-18 22:30:00+05:30,m30_h1,2,1,1,0,hourly; m30,2,0,2,0,0,1.0,WIN=2,TAKE_PROFIT=2,LONG=2,multiple_aspects=2,,0.3,0.4735221090050659,0.3683703512747149,300.0,trigger_le_1d,97.1990810426561,1.5,0.0,0.0,0.0,Neutral,54.75,Mrigashira,7,19b74888b26363b33cfb441ebe717f0eec28322e7c2a31567c924aae24063ed6 || 630da29edf0a8339879d57dfe4e1cb39ad0037cdaebe476ec14e4279d7bec9b4 || 653a959a1fc0968acb9bfc0fd7b196417b878998e6cd2c239afd64e472fda504 || 70a0837bbb83b7d54b5ed1502b8028002eb27a1eec408f4c713d75074f7ab244 || d4c7604383305a4b1c0479229b36b4cc772d7191eeeb6bb4bd4dc07ac14eca6f || f94d55684a2a1010c67a4e6e04a776164980cc49baefb411d1807490eab626e3 || fcb33066822eefb9c5227781885ecc22452a573795cfef36172d30e70cb942e7,confluence,KETU|PLUTO,2,PLUTO|direct|h0.18|n1.5|d360,KETU|mirror|h0.18|n1.6|d360,UNKNOWN,0.0,0.0,UNKNOWN,0.0,0.0,0.0,,BEARISH,-0.7546263457125159,0.0906013368179409,BEARISH,-0.4780571758963428,0.1038035394328988,10.16707410578993,0.0,MOON>SUN:conjunction_orb,,natal enemy 4V; transit friend 15V,,0.7280571758963428,1.0,0,,0,0,0,0,0,,,3,enemy=1; friend=4; unknown=1,1,0,1,3,2,MOON>SUN:conjunction_orb; MOON>SATURN:square; MOON>AVG(ALL):conjunction_orb,MOON>SUN:natal_enemy_4V/transit_friend_15V; MOON>SATURN:natal_friend_15V/transit_friend_15V; MOON>AVG(ALL):natal_unknown_0V/transit_friend_15V,d4c7604383305a4b1c0479229b36b4cc772d7191eeeb6bb4bd4dc07ac14eca6f
