sample_id,planet,component,local_value_virupa,external_value_virupa,signed_delta_virupa,absolute_delta_virupa,tolerance_virupa,pass_fail,external_source
case_127_sr_touch_start,VENUS,sthana,357.326325049,231.830000000,125.496325049,125.496325049,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,chesta,30.000000000,97.340000000,-67.340000000,67.340000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,dig,43.331566001,43.330000000,0.001566001,0.001566001,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,drik,-24.390000000,-24.400000000,0.010000000,0.010000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,kaala,174.474229220,207.940000000,-33.465770780,33.465770780,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,naisargika,34.290000000,34.290000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,JUPITER,sthana,176.222597395,211.220000000,-34.997402605,34.997402605,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,chesta,30.000000000,80.670000000,-50.670000000,50.670000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,dig,2.936933678,2.940000000,-0.003066322,0.003066322,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,drik,-16.620000000,-16.620000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,kaala,123.285942609,88.320000000,34.965942609,34.965942609,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,naisargika,17.140000000,17.140000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MARS,sthana,147.732790574,203.730000000,-55.997209426,55.997209426,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,chesta,60.000000000,50.490000000,9.510000000,9.510000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,dig,50.331164090,50.330000000,0.001164090,0.001164090,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,drik,-0.830000000,-0.830000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,kaala,175.169941693,111.880000000,63.289941693,63.289941693,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,naisargika,25.710000000,25.710000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MERCURY,sthana,77.448005848,97.200000000,-19.751994152,19.751994152,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,chesta,49.726322793,0.000000000,49.726322793,49.726322793,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,dig,54.395317491,65.600000000,-11.204682509,11.204682509,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,drik,-18.270000000,-18.270000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,kaala,78.176222793,331.600000000,-253.423777207,253.423777207,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,naisargika,51.430000000,51.430000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,MOON,sthana,203.941073428,228.940000000,-24.998926572,24.998926572,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,chesta,30.000000000,5.240000000,24.760000000,24.760000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,dig,10.530990172,109.470000000,-98.939009828,98.939009828,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,drik,-0.500000000,-0.500000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,kaala,98.379465083,63.780000000,34.599465083,34.599465083,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,naisargika,8.570000000,8.570000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SATURN,sthana,115.976826776,105.970000000,10.006826776,10.006826776,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,chesta,74.145222065,0.000000000,74.145222065,74.145222065,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,dig,30.467843906,89.530000000,-59.062156094,59.062156094,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,drik,-2.940000000,-2.940000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,kaala,185.832160669,4.090000000,181.742160669,181.742160669,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,naisargika,60.000000000,60.000000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,SUN,sthana,159.862431842,141.980000000,17.882431842,17.882431842,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,chesta,60.000000000,53.530000000,6.470000000,6.470000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,dig,23.523569362,23.520000000,0.003569362,0.003569362,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,drik,-0.690000000,-0.690000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,kaala,197.239690260,196.250000000,0.989690260,0.989690260,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,naisargika,42.860000000,42.860000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_43_event_start,VENUS,sthana,248.187178443,162.810000000,85.377178443,85.377178443,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,chesta,7.500000000,89.350000000,-81.850000000,81.850000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,dig,6.436759745,6.440000000,-0.003240255,0.003240255,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,drik,-20.460000000,-20.460000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,kaala,154.692721060,245.470000000,-90.777278940,90.777278940,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,naisargika,34.290000000,34.290000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,JUPITER,sthana,225.031422174,232.530000000,-7.498577826,7.498577826,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,chesta,15.000000000,74.610000000,-59.610000000,59.610000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,dig,44.845182349,75.150000000,-30.304817651,30.304817651,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,drik,5.290000000,5.290000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,kaala,142.765697458,111.620000000,31.145697458,31.145697458,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,naisargika,17.140000000,17.140000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MARS,sthana,174.988774231,164.740000000,10.248774231,10.248774231,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,chesta,30.000000000,84.570000000,-54.570000000,54.570000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,dig,16.052246535,103.950000000,-87.897753465,87.897753465,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,drik,-1.470000000,-1.470000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,kaala,128.441638630,208.950000000,-80.508361370,80.508361370,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,naisargika,25.710000000,25.710000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MERCURY,sthana,110.790917439,150.790000000,-39.999082561,39.999082561,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,chesta,67.568805083,0.000000000,67.568805083,67.568805083,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,dig,21.553281460,21.550000000,0.003281460,0.003281460,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,drik,-2.290000000,-2.290000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,kaala,124.118905083,206.810000000,-82.691094917,82.691094917,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,naisargika,51.430000000,51.430000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,MOON,sthana,188.053904707,191.550000000,-3.496095293,3.496095293,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,chesta,30.000000000,3.020000000,26.980000000,26.980000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,dig,39.317035249,39.320000000,-0.002964751,0.002964751,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,drik,0.270000000,0.270000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,kaala,209.176949394,27.420000000,181.756949394,181.756949394,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,naisargika,8.570000000,8.570000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SATURN,sthana,341.088302322,253.340000000,87.748302322,87.748302322,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,chesta,47.407321367,0.000000000,47.407321367,47.407321367,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,dig,4.662315998,4.660000000,0.002315998,0.002315998,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,drik,-2.950000000,-2.950000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,kaala,92.072818825,61.570000000,30.502818825,30.502818825,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,naisargika,60.000000000,60.000000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,SUN,sthana,176.828359418,174.210000000,2.618359418,2.618359418,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,chesta,60.000000000,65.940000000,-5.940000000,5.940000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,dig,47.689048782,72.310000000,-24.620951218,24.620951218,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,drik,-2.060000000,-2.060000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,kaala,186.158183638,256.720000000,-70.561816362,70.561816362,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,naisargika,42.860000000,42.860000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
case_8_event_start,VENUS,sthana,291.810327972,191.810000000,100.000327972,100.000327972,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,JUPITER,chesta,30.000000000,11.830000000,18.170000000,18.170000000,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,JUPITER,dig,44.943968955,75.060000000,-30.116031045,30.116031045,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,JUPITER,drik,11.670000000,11.670000000,0.000000000,0.000000000,0.500000000,pass,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
gann_reference_tokyo,JUPITER,kaala,102.604920847,139.700000000,-37.095079153,37.095079153,0.500000000,fail,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates
