sample_id,target,aspector,angle_deg,nature,gross_virupa,raw_signed_virupa,normalized_signed_virupa,source
case_127_sr_touch_start,SUN,MERCURY,1.83,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SUN,JUPITER,340.33,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SUN,VENUS,45.81,benefic,7.91,7.91,1.977500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SUN,SATURN,67.34,malefic,67.34,-67.34,-16.835000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,SUN,21.76,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,MARS,310.05,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,MERCURY,23.59,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,JUPITER,2.09,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,VENUS,67.57,benefic,22.57,22.57,5.642500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MOON,SATURN,89.10,malefic,89.10,-89.10,-22.275000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,SUN,71.71,malefic,26.71,-26.71,-6.677500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,MOON,49.95,benefic,9.98,9.98,2.495000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,MERCURY,73.54,malefic,28.54,-28.54,-7.135000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,JUPITER,52.04,benefic,11.02,11.02,2.755000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,VENUS,117.52,benefic,31.24,31.24,7.810000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MARS,SATURN,139.05,malefic,10.95,-10.95,-2.737500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,SUN,358.17,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,MOON,336.41,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,MARS,286.46,malefic,6.77,-6.77,-1.692500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,JUPITER,338.50,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,VENUS,43.98,benefic,6.99,6.99,1.747500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,MERCURY,SATURN,65.51,malefic,65.51,-65.51,-16.377500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,SUN,19.67,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,MOON,357.91,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,MARS,307.96,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,MERCURY,21.50,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,VENUS,65.48,benefic,20.48,20.48,5.120000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,JUPITER,SATURN,87.01,malefic,87.01,-87.01,-21.752500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,SUN,314.19,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,MOON,292.43,benefic,3.78,3.78,0.945000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,MARS,242.48,malefic,28.76,-28.76,-7.190000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,MERCURY,316.02,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,JUPITER,294.52,benefic,2.74,2.74,0.685000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,VENUS,SATURN,21.53,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,SUN,292.66,malefic,3.67,-3.67,-0.917500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,MOON,270.90,benefic,14.55,14.55,3.637500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,MARS,220.95,malefic,54.53,-54.53,-13.632500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,MERCURY,294.49,malefic,2.75,-2.75,-0.687500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,JUPITER,272.99,benefic,13.50,13.50,3.375000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
case_127_sr_touch_start,SATURN,VENUS,338.47,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,MOON,240.19,benefic,29.91,29.91,7.477500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,MARS,327.27,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,MERCURY,351.12,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,JUPITER,51.28,benefic,10.64,10.64,2.660000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,VENUS,313.60,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SUN,SATURN,185.65,malefic,57.17,-57.17,-14.292500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,SUN,119.81,malefic,30.09,-30.09,-7.522500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,MARS,87.08,malefic,42.08,-42.08,-10.520000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,MERCURY,110.93,malefic,34.53,-34.53,-8.632500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,JUPITER,171.09,benefic,42.18,42.18,10.545000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,VENUS,73.41,benefic,28.41,28.41,7.102500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MOON,SATURN,305.45,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,SUN,32.73,malefic,1.36,-1.36,-0.340000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,MOON,272.92,benefic,13.54,13.54,3.385000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,MERCURY,23.85,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,JUPITER,84.00,benefic,39.00,39.00,9.750000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,VENUS,346.32,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MARS,SATURN,218.37,malefic,40.81,-40.81,-10.202500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,SUN,8.88,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,MOON,249.07,benefic,25.47,25.47,6.367500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,MARS,336.15,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,JUPITER,60.15,benefic,15.15,15.15,3.787500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,VENUS,322.47,benefic,0.00,0.00,0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,MERCURY,SATURN,194.52,malefic,52.74,-52.74,-13.185000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,SUN,308.72,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,MOON,188.91,benefic,55.55,55.55,13.887500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,MARS,276.00,malefic,12.00,-12.00,-3.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,MERCURY,299.85,malefic,0.07,-0.07,-0.017500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,VENUS,262.32,benefic,18.84,18.84,4.710000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,JUPITER,SATURN,134.37,malefic,15.63,-15.63,-3.907500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,SUN,46.40,malefic,8.20,-8.20,-2.050000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,MOON,286.59,benefic,6.71,6.71,1.677500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,MARS,13.68,malefic,0.00,-0.00,-0.000000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,MERCURY,37.53,malefic,3.77,-3.77,-0.942500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,JUPITER,97.68,benefic,41.16,41.16,10.290000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,VENUS,SATURN,232.05,malefic,33.97,-33.97,-8.492500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,SUN,174.35,malefic,48.70,-48.70,-12.175000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,MOON,54.55,benefic,12.27,12.27,3.067500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,MARS,141.63,malefic,8.37,-8.37,-2.092500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,MERCURY,165.48,malefic,30.96,-30.96,-7.740000,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,JUPITER,225.63,benefic,37.19,37.19,9.297500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
gann_reference_tokyo,SATURN,VENUS,127.95,benefic,22.05,22.05,5.512500,PyJHora 4.8.7; Raman; wheel D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D
